x, y
0.010187233756056024, 0.000779051760837076
0.02042542331100212, 0.000779051760837076
0.05934904712813964, 0.0007630097318463035
0.18746084889602244, 0.0007630097318463035
0.5921159956847565, 0.0007683200989083048
1.6425117756613896, 0.000779051760837076
4.152677622668288, 0.000789933110371
7.449116523086567, 0.0008826390886636934
13.739345117473796, 0.001071816605534766
22.462598556323826, 0.0014342555047552144
36.04942165156346, 0.002057088852920635
57.85442846933441, 0.0031187163764644973
96.35792891132499, 0.005067797458966578
