x, y
0.010286557619050164, 0.0000020199634510465362
0.02104302275163288, 0.000001977803636904712
0.07791402473984307, 0.000001998771986157646
0.22371402388357528, 0.000002041378771723155
0.6926131616088083, 0.00000215191125782635
1.6472849179143847, 0.000002341345710541271
2.844380243705817, 0.0000024942878136380743
4.184822667663223, 0.0000027426338643099503
5.295738661092645, 0.0000030799922117601028
6.764966269752514, 0.000003351126366051551
9.495222465814358, 0.000003843551942108978
13.078688468850991, 0.000004796407412491733
17.678418545049833, 0.000006113072436739224
25.524249648877294, 0.000008749528054150243
34.827510313073134, 0.000011631852126123216
52.21449059741695, 0.000020128747822119463
67.96895518858628, 0.000024081270125596328
87.6475768034596, 0.00003101721934355904
100, 0.00003595217391170508
